states,values,action_probs,goals
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [0, 1], [3, 1]]",0.02341017766251521,"[0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.       0.999999 0.
 0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.       0.      ]","[ 1.25507227e-02 -2.04220405e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.08005172e+00  4.25236394e-04  1.88375095e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79774902e-01]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 0], [2, 4], [2, 4]]",0.024155560939725432,"[0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.999999 0.       0.
 0.       0.       0.       0.       0.       0.       0.      ]","[ 1.25507227e-02 -2.04220405e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.08005172e+00  4.25236394e-04  1.88375095e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79774902e-01]"
"[[0, 0], [0, 1], [0, 0], [0, 1]]",0.018195901496614833,"[0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.       0.999999 0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.       0.      ]","[ 0.0078742  -0.0220291   0.1         0.          0.         -1.54243357
 -0.00270696  0.00420981  0.          0.          0.         -0.53761815]"
"[[0, 0], [0, 4], [6, 4]]",0.012076718742872895,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.99999967]","[ 0.0078742  -0.0220291   0.1         0.          0.         -1.54243357
 -0.00270696  0.00420981  0.          0.          0.         -0.53761815]"
"[[0, 0], [1, 0], [0, 0], [3, 0]]",0.011656688045455624,"[0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.999999 0.       0.       0.       0.       0.      ]","[ 0.0078742  -0.0220291   0.1         0.          0.         -1.54243357
 -0.00270696  0.00420981  0.          0.          0.         -0.53761815]"
"[[0, 0], [0, 6], [2, 6], [2, 6]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.0078742  -0.0220291   0.1         0.          0.         -1.54243357
 -0.00270696  0.00420981  0.          0.          0.         -0.53761815]"
"[[0, 0], [0, 1], [6, 1], [6, 1]]",0.023744266073311267,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.99999988 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.0078742  -0.0220291   0.1         0.          0.         -1.54243357
 -0.00270696  0.00420981  0.          0.          0.         -0.53761815]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [0, 1], [3, 1]]",0.02337814398665882,"[0.         0.         0.         0.         0.         0.33333322
 0.         0.         0.         0.         0.         0.
 0.         0.         0.66666644 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 1.25507227e-02 -2.04220405e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.08005172e+00  4.25236394e-04  1.88375095e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79774902e-01]"
"[[0, 0], [0, 1], [3, 1], [3, 1], [3, 1], [3, 1]]",0.023231764961990937,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.99999967 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.00861238 -0.02157326  0.1         0.          0.         -1.63565916
 -0.00182211  0.00504732  0.          0.          0.         -0.42924093]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [0, 1], [6, 1]]",0.7096204484692368,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.21472393 0.         0.
 0.         0.         0.         0.         0.         0.
 0.78527607 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 1.25507227e-02 -2.04220405e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.08005172e+00  4.25236394e-04  1.88375095e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79774902e-01]"
"[[0, 0], [3, 0], [3, 4]]",0.28947275054700283,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.99999994 0.         0.         0.         0.
 0.        ]","[ 0.0078742  -0.0220291   0.1         0.          0.         -1.54243357
 -0.00270696  0.00420981  0.          0.          0.         -0.53761815]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [0, 1], [6, 1], [6, 0]]",0.692431947028448,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.05882353 0.         0.
 0.         0.         0.         0.         0.         0.
 0.94117644 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 1.25507227e-02 -2.04220405e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.08005172e+00  4.25236394e-04  1.88375095e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79774902e-01]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [0, 1], [6, 1], [6, 0], [6, 0]]",0.021905575393761995,"[0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.999999 0.       0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.       0.      ]","[ 1.25507227e-02 -2.04220405e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.08005172e+00  4.25236394e-04  1.88375095e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79774902e-01]"
"[[0, 0], [3, 0], [3, 4], [3, 4]]",0.3067387870024857,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.99999994 0.         0.         0.         0.
 0.        ]","[ 0.0078742  -0.0220291   0.1         0.          0.         -1.54243357
 -0.00270696  0.00420981  0.          0.          0.         -0.53761815]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [0, 1], [6, 1], [6, 0], [6, 0], [6, 0]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 1.30146996e-02 -2.06934323e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.07492322e+00  4.13105532e-04  1.83001255e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.74646403e-01]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [0, 1], [6, 1], [6, 1]]",0.7139934236828165,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.99999999 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 1.25507227e-02 -2.04220405e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.08005172e+00  4.25236394e-04  1.88375095e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79774902e-01]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [0, 1], [6, 1], [6, 1], [6, 1]]",0.7139934236381975,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.99999999 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 1.25507227e-02 -2.04220405e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.08005172e+00  4.25236394e-04  1.88375095e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79774902e-01]"
"[[0, 0], [0, 0], [0, 1], [0, 1], [6, 1]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.00799267 -0.02194941  0.1         0.          0.         -1.55777039
 -0.0026066   0.0041645   0.          0.          0.         -0.52155457]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 0], [2, 0]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 1.25507227e-02 -2.04220405e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.08005172e+00  4.25236394e-04  1.88375095e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79774902e-01]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [0, 1], [2, 1]]",0.9220163114409652,"[0.         0.         0.30273973 0.11986301 0.         0.
 0.         0.         0.         0.         0.         0.
 0.57739726 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 1.25507227e-02 -2.04220405e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.08005172e+00  4.25236394e-04  1.88375095e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79774902e-01]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [0, 1], [2, 1], [2, 1]]",0.9275310502718386,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 1.25507227e-02 -2.04220405e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.08005172e+00  4.25236394e-04  1.88375095e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79774902e-01]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [0, 1], [2, 1], [2, 1], [2, 1]]",0.9275310502705287,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 1.25507227e-02 -2.04220405e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.08005172e+00  4.25236394e-04  1.88375095e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79774902e-01]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1]]",0.9275310502692158,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 1.30146996e-02 -2.06934323e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.07492322e+00  4.13105532e-04  1.83001255e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.74646403e-01]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1]]",0.9275310502678996,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 1.53921609e-02 -2.20347783e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.04887788e+00  3.51498348e-04  1.55709943e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.48601065e-01]"
"[[0, 0], [3, 0], [3, 4], [3, 4], [3, 4]]",0.3262214208917211,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.99999993 0.         0.         0.         0.
 0.        ]","[ 0.00799267 -0.02194941  0.1         0.          0.         -1.55777039
 -0.0026066   0.0041645   0.          0.          0.         -0.52155457]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1]]",0.9275310502665804,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 1.96546365e-02 -2.42417021e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.00307775e+00  2.43163527e-04  1.07718796e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.02800936e-01]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1]]",0.9275310502652581,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 2.44611191e-02 -2.64438886e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -1.95262944e+00  1.23833967e-04  5.48570998e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00  5.23526197e-02]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1]]",0.9275310502639325,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 2.80733733e-02 -2.79110303e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -1.91542845e+00  3.58394111e-05  1.58764691e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.51516350e-02]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [0, 1], [0, 1], [0, 1]]",0.9101502981267537,"[0.         0.         0.00441501 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.94039735 0.         0.00220751 0.         0.         0.
 0.05298013 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 1.25507227e-02 -2.04220405e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.08005172e+00  4.25236394e-04  1.88375095e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79774902e-01]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [0, 1], [6, 1]]",0.7189004375584402,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.99999999 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 1.25507227e-02 -2.04220405e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.08005172e+00  4.25236394e-04  1.88375095e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79774902e-01]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [0, 1], [0, 1], [0, 1], [0, 1]]",0.018307930177086647,"[0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.       0.       0.
 0.       0.       0.999999 0.       0.       0.       0.       0.
 0.       0.       0.       0.       0.       0.       0.      ]","[ 1.25507227e-02 -2.04220405e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.08005172e+00  4.25236394e-04  1.88375095e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79774902e-01]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [0, 1], [0, 1], [3, 1]]",0.023806563782457626,"[0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.9999995 0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.       ]","[ 1.25507227e-02 -2.04220405e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.08005172e+00  4.25236394e-04  1.88375095e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79774902e-01]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [0, 1], [0, 1], [0, 1], [0, 1], [6, 1]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 1.30146996e-02 -2.06934323e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.07492322e+00  4.13105532e-04  1.83001255e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.74646403e-01]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 0], [2, 4], [2, 4], [2, 4]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 1.30146996e-02 -2.06934323e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.07492322e+00  4.13105532e-04  1.83001255e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.74646403e-01]"
"[[0, 0], [0, 1], [0, 0], [6, 0]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.0078742  -0.0220291   0.1         0.          0.         -1.54243357
 -0.00270696  0.00420981  0.          0.          0.         -0.53761815]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [0, 1], [6, 1], [6, 1], [6, 1], [6, 1]]",0.7139934235928647,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.99999999 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 1.30146996e-02 -2.06934323e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.07492322e+00  4.13105532e-04  1.83001255e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.74646403e-01]"
"[[0, 0], [3, 0], [3, 4], [3, 4], [3, 4], [3, 4]]",0.2832245474161714,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.99999993 0.         0.         0.         0.
 0.        ]","[ 0.00861238 -0.02157326  0.1         0.          0.         -1.63565916
 -0.00182211  0.00504732  0.          0.          0.         -0.42924093]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [0, 1], [0, 1], [0, 0]]",0.02329203160031303,"[0.         0.         0.49999975 0.         0.         0.49999975
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 1.25507227e-02 -2.04220405e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.08005172e+00  4.25236394e-04  1.88375095e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79774902e-01]"
"[[0, 0], [3, 0], [3, 4], [3, 4], [3, 4], [3, 4], [3, 4]]",0.23337472846900023,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.99999992 0.         0.         0.         0.
 0.        ]","[ 9.76614647e-03 -2.10327631e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -1.77262477e+00 -5.17773707e-04  7.86010899e-03
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -2.55074323e-01]"
"[[0, 0], [0, 1], [0, 1], [0, 1], [2, 1]]",0.02275422009073301,"[0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.9999995 0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.       ]","[ 0.00799267 -0.02194941  0.1         0.          0.         -1.55777039
 -0.0026066   0.0041645   0.          0.          0.         -0.52155457]"
"[[0, 0], [0, 1], [6, 1], [6, 1], [6, 1]]",0.023904023736349433,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.99999986 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 0.00799267 -0.02194941  0.1         0.          0.         -1.55777039
 -0.0026066   0.0041645   0.          0.          0.         -0.52155457]"
"[[0, 0], [3, 0], [3, 4], [3, 4], [3, 4], [3, 4], [3, 4], [3, 4]]",0.250950053117871,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.99999992 0.         0.         0.         0.
 0.        ]","[ 1.11090345e-02 -2.06258997e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -1.92349083e+00  3.60820446e-04  1.19801371e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00 -5.37599528e-02]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 0], [0, 0], [2, 0]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 1.25507227e-02 -2.04220405e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.08005172e+00  4.25236394e-04  1.88375095e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79774902e-01]"
"[[0, 0], [3, 0], [3, 4], [3, 4], [3, 4], [3, 4], [3, 4], [3, 4], [3, 4]]",0.2715810920924411,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.99999991 0.         0.         0.         0.
 0.        ]","[ 1.21304485e-02 -2.04577853e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.03474064e+00  5.02562403e-04  1.59225336e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.03289991e-01]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [0, 1], [6, 1], [6, 1]]",0.7189004375370901,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.99999999 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 1.25507227e-02 -2.04220405e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.08005172e+00  4.25236394e-04  1.88375095e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79774902e-01]"
"[[0, 0], [0, 0], [0, 1], [0, 1], [0, 1]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.00799267 -0.02194941  0.1         0.          0.         -1.55777039
 -0.0026066   0.0041645   0.          0.          0.         -0.52155457]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [0, 1], [6, 1], [6, 1], [6, 1], [6, 1], [6, 1]]",0.7139934235468005,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.99999999 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 1.53921609e-02 -2.20347783e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.04887788e+00  3.51498348e-04  1.55709943e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.48601065e-01]"
"[[0, 0], [6, 0], [6, 1]]",0.022034994484905538,"[0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.9999995 0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.       ]","[ 0.0078742  -0.0220291   0.1         0.          0.         -1.54243357
 -0.00270696  0.00420981  0.          0.          0.         -0.53761815]"
"[[0, 0], [0, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [2, 1], [0, 1], [6, 1], [6, 1], [6, 1], [6, 1], [6, 1], [6, 1]]",0.7139934234999876,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.99999999 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.        ]","[ 1.96546365e-02 -2.42417021e-02  1.00000000e-01  0.00000000e+00
  0.00000000e+00 -2.00307775e+00  2.43163527e-04  1.07718796e-02
  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.02800936e-01]"
"[[0, 0], [1, 0], [0, 0], [0, 6]]",0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]","[ 0.0078742  -0.0220291   0.1         0.          0.         -1.54243357
 -0.00270696  0.00420981  0.          0.          0.         -0.53761815]"
